model,format_type,prompt_id,prompt_tokens,completion_tokens,total_tokens,system_prompt_tokens,user_message_tokens,tool_call_tokens,overhead_tokens,efficiency_ratio,format_overhead_ratio,success,error_message
groq/moonshotai/kimi-k2-instruct-0905,xml,simple_empty_tool,1480,30,1510,1466,4,2,23,0.06666666666666667,11.5,True,
cerebras/gpt-oss-120b,json,ambig_weather,1460,72,1532,1386,6,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,xml,multi_weather_cities,1495,149,1644,1466,18,43,102,0.28859060402684567,2.372093023255814,True,
cerebras/gpt-oss-120b,json,ambig_translate,1457,97,1554,1386,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,json,ambig_calculate,1458,114,1572,1386,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,xml,multi_search_chart,1489,47,1536,1466,13,4,37,0.0851063829787234,9.25,True,
cerebras/gpt-oss-120b,json,ambig_partial_email,1462,119,1581,1386,7,0,0,0.0,,False,
cerebras/gpt-oss-120b,json,ambig_search,1457,95,1552,1386,2,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,xml,multi_task_email,1504,139,1643,1466,28,47,87,0.3381294964028777,1.851063829787234,True,
cerebras/gpt-oss-120b,json,complex_chart_filter,1489,665,2154,1386,34,25,40,0.03759398496240601,1.6,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,multi_time_zones,1489,108,1597,1466,13,17,91,0.1574074074074074,5.352941176470588,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,multi_translate_compare,1485,87,1572,1466,9,8,78,0.09195402298850575,9.75,True,
cerebras/gpt-oss-120b,json,complex_batch,1485,374,1859,1386,30,12,39,0.03208556149732621,3.25,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,ambig_files,1481,172,1653,1466,5,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,xml,ambig_process,1479,137,1616,1466,3,0,0,0.0,,False,
cerebras/gpt-oss-120b,json,complex_report,1494,790,2284,1386,39,110,296,0.13924050632911392,2.690909090909091,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,ambig_send,1479,97,1576,1466,3,0,0,0.0,,False,
cerebras/gpt-oss-120b,json,complex_pipeline,1502,709,2211,1386,47,27,172,0.0380818053596615,6.37037037037037,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,ambig_weather,1481,37,1518,1466,6,0,0,0.0,,False,
cerebras/gpt-oss-120b,json,complex_query_report,1489,718,2207,1386,34,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,xml,ambig_translate,1478,74,1552,1466,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,json,complex_weird_params,1481,122,1603,1386,26,7,34,0.05737704918032787,4.857142857142857,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,ambig_calculate,1479,85,1564,1466,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,xml,ambig_partial_email,1484,57,1541,1466,7,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,xml,ambig_search,1478,131,1609,1466,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,json,complex_unicode,1476,99,1575,1386,23,5,31,0.050505050505050504,6.2,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_chart_filter,1510,254,1764,1466,34,35,121,0.1377952755905512,3.4571428571428573,True,
cerebras/gpt-oss-120b,json,complex_mixed_types,1500,130,1630,1386,45,14,61,0.1076923076923077,4.357142857142857,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_batch,1506,223,1729,1466,30,13,118,0.05829596412556054,9.076923076923077,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_report,1515,449,1964,1466,39,75,337,0.16703786191536749,4.493333333333333,True,
cerebras/gpt-oss-120b,json,complex_nested,1486,121,1607,1386,31,4,52,0.03305785123966942,13.0,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_pipeline,1523,255,1778,1466,47,26,220,0.10196078431372549,8.461538461538462,True,
cerebras/gpt-oss-120b,mcp,simple_weather_1,1547,87,1634,1473,7,3,48,0.034482758620689655,16.0,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_query_report,1510,206,1716,1466,34,14,71,0.06796116504854369,5.071428571428571,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_weird_params,1502,59,1561,1466,26,0,0,0.0,,False,
cerebras/gpt-oss-120b,mcp,simple_weather_2,1554,128,1682,1473,13,4,47,0.03125,11.75,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_unicode,1502,50,1552,1466,23,5,46,0.1,9.2,True,
cerebras/gpt-oss-120b,mcp,simple_time_1,1548,94,1642,1473,7,6,47,0.06382978723404255,7.833333333333333,True,
cerebras/gpt-oss-120b,mcp,simple_time_2,1547,99,1646,1473,7,3,47,0.030303030303030304,15.666666666666666,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_mixed_types,1521,104,1625,1466,45,14,84,0.1346153846153846,6.0,True,
cerebras/gpt-oss-120b,mcp,simple_calc_1,1547,82,1629,1473,6,6,46,0.07317073170731707,7.666666666666667,True,
groq/moonshotai/kimi-k2-instruct-0905,xml,complex_nested,1507,77,1584,1466,31,4,68,0.05194805194805195,17.0,False,
cerebras/gpt-oss-120b,mcp,simple_search_1,1549,136,1685,1473,8,6,60,0.04411764705882353,10.0,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,simple_weather_1,1460,29,1489,1444,7,3,15,0.10344827586206896,5.0,True,
cerebras/gpt-oss-120b,mcp,simple_translate_1,1551,86,1637,1473,10,8,53,0.09302325581395349,6.625,True,
cerebras/gpt-oss-120b,mcp,simple_empty_tool,1545,108,1653,1473,4,2,39,0.018518518518518517,19.5,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,simple_weather_2,1467,21,1488,1444,13,5,15,0.23809523809523808,3.0,True,
cerebras/gpt-oss-120b,mcp,multi_weather_cities,1559,583,2142,1473,18,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,simple_time_1,1461,21,1482,1444,7,6,15,0.2857142857142857,2.5,True,
cerebras/gpt-oss-120b,mcp,multi_search_chart,1554,420,1974,1473,13,6,59,0.014285714285714285,9.833333333333334,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,simple_time_2,1460,18,1478,1444,7,3,15,0.16666666666666666,5.0,True,
cerebras/gpt-oss-120b,mcp,multi_task_email,1569,503,2072,1473,28,66,123,0.1312127236580517,1.8636363636363635,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,simple_calc_1,1460,42,1502,1444,6,6,15,0.14285714285714285,2.5,True,
cerebras/gpt-oss-120b,mcp,multi_time_zones,1554,246,1800,1473,13,17,141,0.06910569105691057,8.294117647058824,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,simple_search_1,1462,24,1486,1444,8,4,20,0.16666666666666666,5.0,True,
cerebras/gpt-oss-120b,mcp,multi_translate_compare,1550,229,1779,1473,9,8,108,0.034934497816593885,13.5,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,simple_translate_1,1464,33,1497,1444,10,8,19,0.24242424242424243,2.375,True,
cerebras/gpt-oss-120b,mcp,ambig_files,1546,162,1708,1473,5,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,simple_empty_tool,1458,10,1468,1444,4,0,0,0.0,,False,
cerebras/gpt-oss-120b,mcp,ambig_process,1544,113,1657,1473,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,multi_weather_cities,1473,147,1620,1444,18,24,91,0.16326530612244897,3.7916666666666665,True,
cerebras/gpt-oss-120b,mcp,ambig_send,1544,191,1735,1473,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,multi_search_chart,1467,211,1678,1444,13,25,82,0.11848341232227488,3.28,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,multi_task_email,1482,145,1627,1444,28,61,46,0.4206896551724138,0.7540983606557377,True,
cerebras/gpt-oss-120b,mcp,ambig_weather,1546,73,1619,1473,6,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,multi_time_zones,1467,62,1529,1444,13,17,45,0.27419354838709675,2.6470588235294117,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,multi_translate_compare,1463,48,1511,1444,9,8,40,0.16666666666666666,5.0,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,ambig_files,1459,140,1599,1444,5,11,34,0.07857142857142857,3.090909090909091,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,ambig_process,1457,149,1606,1444,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,ambig_send,1457,141,1598,1444,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,ambig_weather,1459,36,1495,1444,6,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,ambig_translate,1456,61,1517,1444,2,1,11,0.01639344262295082,11.0,False,
cerebras/gpt-oss-120b,mcp,ambig_translate,1543,94,1637,1473,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,mcp,ambig_calculate,1544,109,1653,1473,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,ambig_calculate,1457,31,1488,1444,3,0,0,0.0,,False,
cerebras/gpt-oss-120b,mcp,ambig_partial_email,1548,95,1643,1473,7,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,ambig_partial_email,1462,89,1551,1444,7,0,0,0.0,,False,
cerebras/gpt-oss-120b,mcp,ambig_search,1543,90,1633,1473,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,mcp,complex_chart_filter,1575,479,2054,1473,34,18,66,0.037578288100208766,3.6666666666666665,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,ambig_search,1456,187,1643,1444,2,1,15,0.0053475935828877,15.0,False,
cerebras/gpt-oss-120b,mcp,complex_batch,1571,370,1941,1473,30,13,65,0.03513513513513514,5.0,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_chart_filter,1488,312,1800,1444,34,62,137,0.1987179487179487,2.2096774193548385,True,
cerebras/gpt-oss-120b,mcp,complex_report,1580,682,2262,1473,39,77,316,0.11290322580645161,4.103896103896104,True,
cerebras/gpt-oss-120b,mcp,complex_pipeline,1588,684,2272,1473,47,24,194,0.03508771929824561,8.083333333333334,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_batch,1484,129,1613,1444,30,31,70,0.24031007751937986,2.2580645161290325,True,
cerebras/gpt-oss-120b,mcp,complex_query_report,1575,841,2416,1473,34,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_report,1493,338,1831,1444,39,98,216,0.28994082840236685,2.204081632653061,True,
cerebras/gpt-oss-120b,mcp,complex_weird_params,1567,133,1700,1473,26,7,60,0.05263157894736842,8.571428571428571,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_pipeline,1501,131,1632,1444,47,24,107,0.183206106870229,4.458333333333333,True,
cerebras/gpt-oss-120b,mcp,complex_unicode,1562,99,1661,1473,23,5,57,0.050505050505050504,11.4,True,
cerebras/gpt-oss-120b,mcp,complex_mixed_types,1586,150,1736,1473,45,14,87,0.09333333333333334,6.214285714285714,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_query_report,1488,361,1849,1444,34,69,119,0.19113573407202217,1.7246376811594204,True,
cerebras/gpt-oss-120b,mcp,complex_nested,1572,163,1735,1473,31,4,78,0.024539877300613498,19.5,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_weird_params,1480,34,1514,1444,26,12,22,0.35294117647058826,1.8333333333333333,False,
cerebras/gpt-oss-120b,xml,simple_weather_1,1541,72,1613,1466,7,3,31,0.041666666666666664,10.333333333333334,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_unicode,1480,32,1512,1444,23,5,24,0.15625,4.8,True,
cerebras/gpt-oss-120b,xml,simple_weather_2,1548,81,1629,1466,13,4,29,0.04938271604938271,7.25,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_mixed_types,1499,64,1563,1444,45,25,39,0.390625,1.56,False,
cerebras/gpt-oss-120b,xml,simple_time_1,1542,79,1621,1466,7,6,30,0.0759493670886076,5.0,True,
groq/moonshotai/kimi-k2-instruct-0905,unstructured,complex_nested,1485,35,1520,1444,31,4,31,0.11428571428571428,7.75,True,
cerebras/gpt-oss-120b,xml,simple_time_2,1541,87,1628,1466,7,3,30,0.034482758620689655,10.0,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,simple_weather_1,675,12,687,660,7,3,4,0.25,1.3333333333333333,True,
cerebras/gpt-oss-120b,xml,simple_calc_1,1541,75,1616,1466,6,6,29,0.08,4.833333333333333,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,simple_weather_2,682,13,695,660,13,5,3,0.38461538461538464,0.6,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,simple_time_1,676,11,687,660,7,6,4,0.5454545454545454,0.6666666666666666,True,
cerebras/gpt-oss-120b,xml,simple_search_1,1543,131,1674,1466,8,6,47,0.04580152671755725,7.833333333333333,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,simple_time_2,675,10,685,660,7,3,4,0.3,1.3333333333333333,True,
cerebras/gpt-oss-120b,xml,simple_translate_1,1545,78,1623,1466,10,8,37,0.10256410256410256,4.625,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,simple_calc_1,675,9,684,660,6,6,2,0.6666666666666666,0.3333333333333333,True,
cerebras/gpt-oss-120b,xml,simple_empty_tool,1539,113,1652,1466,4,2,21,0.017699115044247787,10.5,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,simple_search_1,677,19,696,660,8,6,10,0.3157894736842105,1.6666666666666667,True,
cerebras/gpt-oss-120b,xml,multi_weather_cities,1553,411,1964,1466,18,7,59,0.0170316301703163,8.428571428571429,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,simple_translate_1,679,17,696,660,10,8,6,0.47058823529411764,0.75,True,
cerebras/gpt-oss-120b,xml,multi_search_chart,1548,364,1912,1466,13,7,45,0.019230769230769232,6.428571428571429,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,simple_empty_tool,673,6,679,660,4,2,1,0.3333333333333333,0.5,True,
cerebras/gpt-oss-120b,xml,multi_task_email,1563,390,1953,1466,28,74,93,0.18974358974358974,1.2567567567567568,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,multi_weather_cities,688,59,747,660,18,34,17,0.576271186440678,0.5,True,
cerebras/gpt-oss-120b,xml,multi_time_zones,1548,211,1759,1466,13,17,91,0.08056872037914692,5.352941176470588,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,multi_search_chart,682,25,707,660,13,8,16,0.32,2.0,True,
cerebras/gpt-oss-120b,xml,multi_translate_compare,1544,288,1832,1466,9,8,78,0.027777777777777776,9.75,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,multi_task_email,697,65,762,660,28,42,20,0.6461538461538462,0.47619047619047616,True,
cerebras/gpt-oss-120b,xml,ambig_files,1540,162,1702,1466,5,0,0,0.0,,False,
cerebras/gpt-oss-120b,xml,ambig_process,1538,107,1645,1466,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,multi_time_zones,682,30,712,660,13,17,12,0.5666666666666667,0.7058823529411765,True,
cerebras/gpt-oss-120b,xml,ambig_send,1538,204,1742,1466,3,0,0,0.0,,False,
cerebras/gpt-oss-120b,xml,ambig_weather,1540,61,1601,1466,6,0,0,0.0,,False,
cerebras/gpt-oss-120b,xml,ambig_translate,1537,90,1627,1466,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,xml,ambig_calculate,1538,106,1644,1466,3,0,0,0.0,,False,
cerebras/gpt-oss-120b,xml,ambig_partial_email,1542,134,1676,1466,7,0,0,0.0,,False,
cerebras/gpt-oss-120b,xml,ambig_search,1537,96,1633,1466,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,xml,complex_chart_filter,1569,378,1947,1466,34,18,66,0.047619047619047616,3.6666666666666665,False,
cerebras/gpt-oss-120b,xml,complex_batch,1565,534,2099,1466,30,12,57,0.02247191011235955,4.75,False,
cerebras/gpt-oss-120b,xml,complex_report,1574,505,2079,1466,39,26,99,0.05148514851485148,3.8076923076923075,True,
cerebras/gpt-oss-120b,xml,complex_pipeline,1582,543,2125,1466,47,24,113,0.04419889502762431,4.708333333333333,True,
cerebras/gpt-oss-120b,xml,complex_query_report,1569,389,1958,1466,34,16,54,0.04113110539845758,3.375,True,
cerebras/gpt-oss-120b,xml,complex_weird_params,1561,235,1796,1466,26,0,0,0.0,,False,
cerebras/gpt-oss-120b,xml,complex_unicode,1556,120,1676,1466,23,5,46,0.041666666666666664,9.2,True,
cerebras/gpt-oss-120b,xml,complex_mixed_types,1580,206,1786,1466,45,14,81,0.06796116504854369,5.785714285714286,True,
cerebras/gpt-oss-120b,xml,complex_nested,1566,149,1715,1466,31,4,46,0.026845637583892617,11.5,True,
cerebras/gpt-oss-120b,unstructured,simple_weather_1,1519,66,1585,1444,7,3,15,0.045454545454545456,5.0,True,
cerebras/gpt-oss-120b,unstructured,simple_weather_2,1526,87,1613,1444,13,4,15,0.04597701149425287,3.75,True,
cerebras/gpt-oss-120b,unstructured,simple_time_1,1520,59,1579,1444,7,6,15,0.1016949152542373,2.5,True,
cerebras/gpt-oss-120b,unstructured,simple_time_2,1519,68,1587,1444,7,3,15,0.04411764705882353,5.0,True,
cerebras/gpt-oss-120b,unstructured,simple_calc_1,1519,60,1579,1444,6,6,15,0.1,2.5,True,
cerebras/gpt-oss-120b,unstructured,simple_search_1,1521,75,1596,1444,8,4,20,0.05333333333333334,5.0,True,
cerebras/gpt-oss-120b,unstructured,simple_translate_1,1523,50,1573,1444,10,8,19,0.16,2.375,True,
cerebras/gpt-oss-120b,unstructured,simple_empty_tool,1517,131,1648,1444,4,2,11,0.015267175572519083,5.5,True,
cerebras/gpt-oss-120b,unstructured,multi_weather_cities,1531,477,2008,1444,18,7,30,0.014675052410901468,4.285714285714286,True,
cerebras/gpt-oss-120b,unstructured,multi_search_chart,1526,692,2218,1444,13,6,26,0.008670520231213872,4.333333333333333,True,
cerebras/gpt-oss-120b,unstructured,multi_task_email,1541,434,1975,1444,28,87,58,0.20046082949308755,0.6666666666666666,True,
cerebras/gpt-oss-120b,unstructured,multi_time_zones,1526,273,1799,1444,13,17,45,0.06227106227106227,2.6470588235294117,True,
cerebras/gpt-oss-120b,unstructured,multi_translate_compare,1522,178,1700,1444,9,8,40,0.0449438202247191,5.0,True,
cerebras/gpt-oss-120b,unstructured,ambig_files,1518,176,1694,1444,5,1,12,0.005681818181818182,12.0,False,
cerebras/gpt-oss-120b,unstructured,ambig_process,1516,94,1610,1444,3,1,11,0.010638297872340425,11.0,False,
cerebras/gpt-oss-120b,unstructured,ambig_send,1516,180,1696,1444,3,1,2,0.005555555555555556,2.0,False,
cerebras/gpt-oss-120b,unstructured,ambig_weather,1518,67,1585,1444,6,0,0,0.0,,False,
cerebras/gpt-oss-120b,unstructured,ambig_translate,1515,91,1606,1444,2,10,21,0.10989010989010989,2.1,False,
cerebras/gpt-oss-120b,unstructured,ambig_calculate,1516,113,1629,1444,3,2,28,0.017699115044247787,14.0,False,
cerebras/gpt-oss-120b,unstructured,ambig_partial_email,1520,123,1643,1444,7,0,0,0.0,,False,
cerebras/gpt-oss-120b,unstructured,ambig_search,1515,127,1642,1444,2,1,8,0.007874015748031496,8.0,False,
cerebras/gpt-oss-120b,unstructured,complex_chart_filter,1547,458,2005,1444,34,16,26,0.034934497816593885,1.625,True,
cerebras/gpt-oss-120b,unstructured,complex_batch,1543,290,1833,1444,30,12,30,0.041379310344827586,2.5,True,
cerebras/gpt-oss-120b,unstructured,complex_report,1552,915,2467,1444,39,104,271,0.11366120218579236,2.605769230769231,True,
cerebras/gpt-oss-120b,unstructured,complex_pipeline,1560,295,1855,1444,47,26,84,0.08813559322033898,3.230769230769231,True,
cerebras/gpt-oss-120b,unstructured,complex_query_report,1547,2946,4493,1444,34,584,325,0.19823489477257297,0.5565068493150684,True,
cerebras/gpt-oss-120b,unstructured,complex_weird_params,1539,193,1732,1444,26,12,22,0.06217616580310881,1.8333333333333333,False,
cerebras/gpt-oss-120b,unstructured,complex_unicode,1534,64,1598,1444,23,5,24,0.078125,4.8,True,
cerebras/gpt-oss-120b,unstructured,complex_mixed_types,1558,249,1807,1444,45,14,50,0.05622489959839357,3.5714285714285716,True,
cerebras/gpt-oss-120b,unstructured,complex_nested,1544,105,1649,1444,31,4,31,0.0380952380952381,7.75,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,multi_translate_compare,678,23,701,660,9,8,14,0.34782608695652173,1.75,True,
cerebras/gpt-oss-120b,function_sig,simple_weather_1,739,45,784,660,7,3,4,0.06666666666666667,1.3333333333333333,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,ambig_files,674,123,797,660,5,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,simple_weather_2,746,52,798,660,13,5,3,0.09615384615384616,0.6,True,
cerebras/gpt-oss-120b,function_sig,simple_time_1,740,85,825,660,7,6,4,0.07058823529411765,0.6666666666666666,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,ambig_process,672,117,789,660,3,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,simple_time_2,739,48,787,660,7,3,4,0.0625,1.3333333333333333,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,ambig_send,672,47,719,660,3,3,6,0.06382978723404255,2.0,False,
cerebras/gpt-oss-120b,function_sig,simple_calc_1,739,37,776,660,6,5,2,0.13513513513513514,0.4,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,ambig_weather,674,54,728,660,6,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,simple_search_1,741,86,827,660,8,4,7,0.046511627906976744,1.75,True,
cerebras/gpt-oss-120b,function_sig,simple_translate_1,743,37,780,660,10,8,6,0.21621621621621623,0.75,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,ambig_translate,671,87,758,660,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,simple_empty_tool,737,58,795,660,4,2,1,0.034482758620689655,0.5,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,ambig_calculate,672,20,692,660,3,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,multi_weather_cities,751,349,1100,660,18,7,6,0.02005730659025788,0.8571428571428571,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,ambig_partial_email,677,59,736,660,7,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,ambig_search,671,65,736,660,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,multi_search_chart,746,388,1134,660,13,7,10,0.01804123711340206,1.4285714285714286,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_chart_filter,703,36,739,660,34,19,14,0.5277777777777778,0.7368421052631579,False,
cerebras/gpt-oss-120b,function_sig,multi_task_email,761,188,949,660,28,49,24,0.26063829787234044,0.4897959183673469,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_batch,699,42,741,660,30,24,16,0.5714285714285714,0.6666666666666666,False,
cerebras/gpt-oss-120b,function_sig,multi_time_zones,746,113,859,660,13,17,12,0.1504424778761062,0.7058823529411765,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_report,708,264,972,660,39,88,172,0.3333333333333333,1.9545454545454546,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_pipeline,716,93,809,660,47,24,66,0.25806451612903225,2.75,True,
cerebras/gpt-oss-120b,function_sig,multi_translate_compare,742,114,856,660,9,8,14,0.07017543859649122,1.75,True,
cerebras/gpt-oss-120b,function_sig,ambig_files,738,136,874,660,5,1,2,0.007352941176470588,2.0,False,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_query_report,703,33,736,660,34,13,15,0.3939393939393939,1.1538461538461537,False,
cerebras/gpt-oss-120b,function_sig,ambig_process,736,100,836,660,3,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_weird_params,695,75,770,660,26,10,10,0.13333333333333333,1.0,False,
cerebras/gpt-oss-120b,function_sig,ambig_send,736,145,881,660,3,3,4,0.020689655172413793,1.3333333333333333,False,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_unicode,695,21,716,660,23,5,11,0.23809523809523808,2.2,True,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_mixed_types,714,45,759,660,45,14,28,0.3111111111111111,2.0,True,
cerebras/gpt-oss-120b,function_sig,ambig_weather,738,75,813,660,6,0,0,0.0,,False,
groq/moonshotai/kimi-k2-instruct-0905,function_sig,complex_nested,700,26,726,660,31,4,20,0.15384615384615385,5.0,True,
cerebras/gpt-oss-120b,function_sig,ambig_translate,735,77,812,660,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,ambig_calculate,736,102,838,660,3,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,ambig_partial_email,740,120,860,660,7,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,ambig_search,735,86,821,660,2,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,complex_chart_filter,767,509,1276,660,34,34,29,0.06679764243614932,0.8529411764705882,False,
cerebras/gpt-oss-120b,function_sig,complex_batch,763,694,1457,660,30,18,40,0.025936599423631124,2.2222222222222223,True,
cerebras/gpt-oss-120b,function_sig,complex_report,772,715,1487,660,39,28,40,0.039160839160839164,1.4285714285714286,True,
cerebras/gpt-oss-120b,function_sig,complex_pipeline,780,464,1244,660,47,24,65,0.05172413793103448,2.7083333333333335,True,
cerebras/gpt-oss-120b,function_sig,complex_query_report,767,326,1093,660,34,0,0,0.0,,False,
cerebras/gpt-oss-120b,function_sig,complex_weird_params,759,400,1159,660,26,3,21,0.0075,7.0,False,
cerebras/gpt-oss-120b,function_sig,complex_unicode,754,88,842,660,23,5,11,0.056818181818181816,2.2,True,
cerebras/gpt-oss-120b,function_sig,complex_mixed_types,778,87,865,660,45,14,28,0.16091954022988506,2.0,True,
cerebras/gpt-oss-120b,function_sig,complex_nested,764,75,839,660,31,4,20,0.05333333333333334,5.0,True,
cerebras/zai-glm-4.6,json,simple_weather_1,1398,116,1514,1386,7,3,22,0.02586206896551724,7.333333333333333,True,
cerebras/zai-glm-4.6,json,simple_weather_2,1404,127,1531,1386,13,5,21,0.03937007874015748,4.2,True,
cerebras/zai-glm-4.6,json,simple_time_1,1398,75,1473,1386,7,6,21,0.08,3.5,True,
cerebras/zai-glm-4.6,json,simple_time_2,1398,177,1575,1386,7,2,8,0.011299435028248588,4.0,True,
cerebras/zai-glm-4.6,json,simple_calc_1,1397,63,1460,1386,6,6,20,0.09523809523809523,3.3333333333333335,True,
cerebras/zai-glm-4.6,json,simple_search_1,1399,132,1531,1386,8,4,28,0.030303030303030304,7.0,True,
cerebras/zai-glm-4.6,json,simple_translate_1,1401,148,1549,1386,10,8,27,0.05405405405405406,3.375,True,
cerebras/zai-glm-4.6,json,simple_empty_tool,1395,122,1517,1386,4,2,13,0.01639344262295082,6.5,True,
cerebras/zai-glm-4.6,json,multi_weather_cities,1409,203,1612,1386,18,7,42,0.034482758620689655,6.0,True,
cerebras/zai-glm-4.6,json,multi_search_chart,1404,224,1628,1386,13,6,33,0.026785714285714284,5.5,True,
cerebras/zai-glm-4.6,json,multi_task_email,1419,329,1748,1386,28,62,68,0.1884498480243161,1.096774193548387,True,
